,,법정동,비행불가능여부
2369,대전광역시서구괴정동,3017010800,1
2370,대전광역시서구내동,3017011000,1
2371,대전광역시서구도마동,3017010300,1
2372,대전광역시서구도안동,3017011500,1
2373,대전광역시서구둔산동,3017011200,1
2374,대전광역시서구만년동,3017012800,1
2375,대전광역시서구매노동,3017011800,1
2376,대전광역시서구변동,3017010200,1
2377,대전광역시서구복수동,3017010100,1
2378,대전광역시서구봉곡동,3017012600,1
2379,대전광역시서구산직동,3017011900,1
2380,대전광역시서구오동,3017012200,1
2381,대전광역시서구용문동,3017010500,1
2382,대전광역시서구용촌동,3017012500,1
2383,대전광역시서구우명동,3017012300,1
2384,대전광역시서구원정동,3017012400,1
2385,대전광역시서구월평동,3017011300,1
2386,대전광역시서구장안동,3017012000,1
2387,대전광역시서구정림동,3017010400,1
2388,대전광역시서구탄방동,3017010600,1
2389,대전광역시서구평촌동,3017012100,1
2390,대전광역시서구흑석동,3017011700,1
2391,대전광역시유성구가정동,3020012600,1
2392,대전광역시유성구갑동,3020011800,1
2393,대전광역시유성구계산동,3020010600,1
2394,대전광역시유성구관평동,3020014600,1
2395,대전광역시유성구교촌동,3020010200,1
2396,대전광역시유성구구룡동,3020015300,1
2397,대전광역시유성구구성동,3020012400,1
2398,대전광역시유성구구암동,3020011200,1
2399,대전광역시유성구궁동,3020012200,1
2400,대전광역시유성구금고동,3020014800,1
2401,대전광역시유성구금탄동,3020015000,1
2402,대전광역시유성구노은동,3020011900,1
2403,대전광역시유성구대동,3020011900,1
2404,대전광역시유성구대정동,3020011900,1
2405,대전광역시유성구덕명동,3020011900,1
2406,대전광역시유성구덕진동,3020011900,1
2407,대전광역시유성구도룡동,3020012700,1
2408,대전광역시유성구둔곡동,3020015200,1
2409,대전광역시유성구문지동,3020014000,1
2410,대전광역시유성구반석동,3020013900,1
2411,대전광역시유성구방동,3020011000,1
2412,대전광역시유성구방현동,3020012900,1
2413,대전광역시유성구복용동,3020011600,1
2414,대전광역시유성구봉명동,3020011100,1
2415,대전광역시유성구봉산동,3020014500,1
2416,대전광역시유성구상대동,3020011500,1
2417,대전광역시유성구성북동,3020010700,1
2418,대전광역시유성구세동,3020010800,1
2419,대전광역시유성구송강동,3020014700,1
2420,대전광역시유성구송정동,3020010900,1
2421,대전광역시유성구수남동,3020013600,1
2422,대전광역시유성구신동,3020015100,1
2423,대전광역시유성구신봉동,3020013500,1
2424,대전광역시유성구신성동,3020012500,1
2425,대전광역시유성구안산동,3020013700,1
2426,대전광역시유성구어은동,3020012300,1
2427,대전광역시유성구외삼동,3020013800,1
2428,대전광역시유성구용계동,3020010400,1
2429,대전광역시유성구용산동,3020014400,1
2430,대전광역시유성구원내동,3020010100,1
2431,대전광역시유성구원신흥동,3020011400,1
2432,대전광역시유성구원촌동,3020014200,1
2433,대전광역시유성구자운동,3020013400,1
2434,대전광역시유성구장대동,3020011700,1
2435,대전광역시유성구장동,3020012800,1
2436,대전광역시유성구전민동,3020014100,1
2437,대전광역시유성구죽동,3020012100,1
2438,대전광역시유성구지족동,3020012000,1
2439,대전광역시유성구추목동,3020013300,1
2440,대전광역시유성구탑립동,3020014300,1
2441,대전광역시유성구하기동,3020013200,1
2442,대전광역시유성구학하동,3020010500,1
2443,대전광역시유성구화암동,3020013000,1
2444,대전광역시중구구완동,3014012100,1
2445,대전광역시중구금동,3014012600,1
2446,대전광역시중구대사동,3014011000,1
2447,대전광역시중구대흥동,3014010500,1
2448,대전광역시중구목달동,3014012300,1
2449,대전광역시중구목동,3014010300,1
2450,대전광역시중구무수동,3014012000,1
2451,대전광역시중구문창동,3014010600,1
2452,대전광역시중구문화동,3014011600,1
2453,대전광역시중구부사동,3014011100,1
2454,대전광역시중구사정동,3014011800,1
2455,대전광역시중구산성동,3014011700,1
2456,대전광역시중구석교동,3014010700,1
2457,대전광역시중구선화동,3014010200,1
2458,대전광역시중구안영동,3014011900,1
2459,대전광역시중구어남동,3014012500,1
2460,대전광역시중구오류동,3014011300,1
2461,대전광역시중구옥계동,3014010900,1
2462,대전광역시중구용두동,3014011200,1
2463,대전광역시중구유천동,3014011500,1
2464,대전광역시중구은행동,3014010100,1
2465,대전광역시중구정생동,3014012400,1
2466,대전광역시중구중촌동,3014010400,1
2467,대전광역시중구침산동,3014012200,1
2468,대전광역시중구태평동,3014011400,1
2469,대전광역시중구호동,3014010800,1
2470,부산광역시강서구강동동,2644010300,0
2471,부산광역시강서구구랑동,2644011300,0
2472,부산광역시강서구녹산동,2644011100,0
2473,부산광역시강서구눌차동,2644012000,0
2474,부산광역시강서구대저1동,2644010100,0
2475,부산광역시강서구대저2동,2644010200,0
2476,부산광역시강서구대항동,2644012200,0
2477,부산광역시강서구동선동,2644011800,0
2478,부산광역시강서구명지동,2644010400,0
2479,부산광역시강서구미음동,2644011500,0
2480,부산광역시강서구범방동,2644011600,0
2481,부산광역시강서구봉림동,2644010800,0
2482,부산광역시강서구생곡동,2644011200,0
2483,부산광역시강서구성북동,2644011900,0
2484,부산광역시강서구송정동,2644010900,0
2485,부산광역시강서구식만동,2644010600,0
2486,부산광역시강서구신호동,2644011700,0
2487,부산광역시강서구죽동동,2644010700,0
2488,부산광역시강서구죽림동,2644010500,0
2489,부산광역시강서구지사동,2644011400,0
2490,부산광역시강서구천성동,2644012100,0
2491,부산광역시강서구화전동,2644011000,0
2492,부산광역시금정구구서동,2641010700,0
2493,부산광역시금정구금사동,2641011100,0
2494,부산광역시금정구금성동,2641011300,0
2495,부산광역시금정구남산동,2641010400,0
2496,부산광역시금정구노포동,2641010200,1
2497,부산광역시금정구두구동,2641010100,1
2498,부산광역시금정구부곡동,2641010700,0
2499,부산광역시금정구서동,2641011000,0
2500,부산광역시금정구선동,2641010500,1
2501,부산광역시금정구오륜동,2641010600,1
2502,부산광역시금정구장전동,2641010800,0
2503,부산광역시금정구청룡동,2641010300,0
2504,부산광역시금정구회동동,2641011200,1
2505,부산광역시기장군기장읍,2671025026,0
2506,부산광역시기장군일광면,2671031021,1
2507,부산광역시기장군장안읍,2671025321,1
2508,부산광역시기장군정관읍,2671025628,1
2509,부산광역시기장군철마면,2671033021,1
2510,부산광역시남구감만동,2629011100,0
2511,부산광역시남구대연동,2629010600,0
2512,부산광역시남구문현동,2629010900,0
2513,부산광역시남구용당동,2629010800,0
2514,부산광역시남구용호동,2629010700,0
2515,부산광역시남구우암동,2629011000,0
2516,부산광역시동구범일동,2617010400,0
2517,부산광역시동구수정동,2617010200,0
2518,부산광역시동구좌천동,2617010300,0
2519,부산광역시동구초량동,2617010100,0
2520,부산광역시동래구낙민동,2626010400,0
2521,부산광역시동래구명륜동,2626010700,0
2522,부산광역시동래구명장동,2626010100,0
2523,부산광역시동래구복천동,2626010500,0
2524,부산광역시동래구사직동,2626010900,0
2525,부산광역시동래구수안동,2626010600,0
2526,부산광역시동래구안락동,2626010200,0
2527,부산광역시동래구온천동,2626010800,0
2528,부산광역시동래구칠산동,2626010300,0
2529,부산광역시부산진구가야동,2623011000,0
2530,부산광역시부산진구개금동,2623011100,0
2531,부산광역시부산진구당감동,2623010900,0
2532,부산광역시부산진구범전동,2623010500,0
2533,부산광역시부산진구범천동,2623010400,0
2534,부산광역시부산진구부암동,2623010800,0
2535,부산광역시부산진구부전동,2623010300,1
2536,부산광역시부산진구양정동,2623010100,0
2537,부산광역시부산진구연지동,2623010600,0
2538,부산광역시부산진구전포동,2623010200,0
2539,부산광역시부산진구초읍동,2623010700,0
2540,부산광역시북구구포동,2632010500,0
2541,부산광역시북구금곡동,2632010100,0
2542,부산광역시북구덕천동,2632010400,0
2543,부산광역시북구만덕동,2632010300,0
2544,부산광역시북구화명동,2632010200,0
2545,부산광역시사상구감전동,2653010500,0
2546,부산광역시사상구괘법동,2653010400,0
2547,부산광역시사상구덕포동,2653010300,0
2548,부산광역시사상구모라동,2653010200,0
2549,부산광역시사상구삼락동,2653010100,0
2550,부산광역시사상구엄궁동,2653010800,0
2551,부산광역시사상구주례동,2653010600,0
2552,부산광역시사상구학장동,2653010700,0
2553,부산광역시사하구감천동,2638010800,0
2554,부산광역시사하구괴정동,2638010100,0
2555,부산광역시사하구구평동,2638010700,0
2556,부산광역시사하구다대동,2638010600,0
2557,부산광역시사하구당리동,2638010200,0
2558,부산광역시사하구신평동,2638010400,0
2559,부산광역시사하구장림동,2638010500,0
2560,부산광역시사하구하단동,2638010300,0
2561,부산광역시서구남부민동,2614012300,0
2562,부산광역시서구동대신동1가,2614010100,0
2563,부산광역시서구동대신동2가,2614010200,0
2564,부산광역시서구동대신동3가,2614010300,0
2565,부산광역시서구부민동1가,2614010900,0
2566,부산광역시서구부민동2가,2614011000,0
2567,부산광역시서구부민동3가,2614011100,0
2568,부산광역시서구부용동1가,2614010700,0
2569,부산광역시서구부용동2가,2614010800,0
2570,부산광역시서구서대신동1가,2614010400,0
2571,부산광역시서구서대신동2가,2614010500,0
2572,부산광역시서구서대신동3가,2614010600,0
2573,부산광역시서구아미동1가,2614011500,0
2574,부산광역시서구아미동2가,2614011600,0
2575,부산광역시서구암남동,2614012400,0
2576,부산광역시서구초장동,2614011900,0
2577,부산광역시서구충무동1가,2614012000,0
2578,부산광역시서구충무동2가,2614012100,0
2579,부산광역시서구충무동3가,2614012200,0
2580,부산광역시서구토성동1가,2614011200,0
2581,부산광역시서구토성동2가,2614011300,0
2582,부산광역시서구토성동3가,2614011400,0
2583,부산광역시서구토성동4가,2614011700,0
2584,부산광역시서구토성동5가,2614011800,0
2585,부산광역시수영구광안동,2650010400,0
2586,부산광역시수영구남천동,2650010500,1
2587,부산광역시수영구망미동,2650010100,0
2588,부산광역시수영구민락동,2650010300,0
2589,부산광역시수영구수영동,2650010200,0
2590,부산광역시연제구거제동,2647010100,0
2591,부산광역시연제구연산동,2647010200,1
2592,부산광역시영도구남항동1가,2620010500,0
2593,부산광역시영도구남항동2가,2620010600,0
2594,부산광역시영도구남항동3가,2620010700,0
2595,부산광역시영도구대교동1가,2620010100,0
2596,부산광역시영도구대교동2가,2620010200,0
2597,부산광역시영도구대평동1가,2620010300,0
2598,부산광역시영도구대평동2가,2620010400,0
2599,부산광역시영도구동삼동,2620012100,0
2600,부산광역시영도구봉래동1가,2620011500,0
2601,부산광역시영도구봉래동2가,2620011600,0
2602,부산광역시영도구봉래동3가,2620011700,0
2603,부산광역시영도구봉래동4가,2620011800,0
2604,부산광역시영도구봉래동5가,2620011900,0
2605,부산광역시영도구신선동1가,2620011200,0
2606,부산광역시영도구신선동2가,2620011300,0
2607,부산광역시영도구신선동3가,2620011400,0
2608,부산광역시영도구영선동1가,2620010800,0
2609,부산광역시영도구영선동2가,2620010900,0
2610,부산광역시영도구영선동3가,2620011000,0
2611,부산광역시영도구영선동4가,2620011100,0
2612,부산광역시영도구청학동,2620012000,0
2613,부산광역시중구광복동1가,2611013300,0
2614,부산광역시중구광복동2가,2611013400,0
2615,부산광역시중구광복동3가,2611013500,0
2616,부산광역시중구남포동1가,2611013600,0
2617,부산광역시중구남포동2가,2611013700,0
2618,부산광역시중구남포동3가,2611013800,0
2619,부산광역시중구남포동4가,2611013900,0
2620,부산광역시중구남포동5가,2611014000,0
2621,부산광역시중구남포동6가,2611014100,0
2622,부산광역시중구대창동1가,2611010200,0
2623,부산광역시중구대창동2가,2611010300,0
2624,부산광역시중구대청동1가,2611011600,0
2625,부산광역시중구대청동2가,2611011700,0
2626,부산광역시중구대청동3가,2611011800,0
2627,부산광역시중구대청동4가,2611011900,0
2628,부산광역시중구동광동1가,2611011100,0
2629,부산광역시중구동광동2가,2611011200,0
2630,부산광역시중구동광동3가,2611011300,0
2631,부산광역시중구동광동4가,2611011400,0
2632,부산광역시중구동광동5가,2611011500,0
2633,부산광역시중구보수동1가,2611012000,0
2634,부산광역시중구보수동2가,2611012100,0
2635,부산광역시중구보수동3가,2611012200,0
2636,부산광역시중구부평동1가,2611012300,0
2637,부산광역시중구부평동2가,2611012400,0
2638,부산광역시중구부평동3가,2611012500,0
2639,부산광역시중구부평동4가,2611012600,0
2640,부산광역시중구신창동1가,2611012700,0
2641,부산광역시중구신창동2가,2611012800,0
2642,부산광역시중구신창동3가,2611012900,0
2643,부산광역시중구신창동4가,2611013000,0
2644,부산광역시중구영주동,2611010100,0
2645,부산광역시중구중앙동1가,2611010400,0
2646,부산광역시중구중앙동2가,2611010500,0
2647,부산광역시중구중앙동3가,2611010600,0
2648,부산광역시중구중앙동4가,2611010700,0
2649,부산광역시중구중앙동5가,2611010800,0
2650,부산광역시중구중앙동6가,2611010900,0
2651,부산광역시중구중앙동7가,2611011000,0
2652,부산광역시중구창선동1가,2611013100,0
2653,부산광역시중구창선동2가,2611013200,0
2654,부산광역시해운대구반송동,2635010100,0
2655,부산광역시해운대구반여동,2635010300,0
2656,부산광역시해운대구석대동,2635010200,0
2657,부산광역시해운대구송정동,2635010800,0
2658,부산광역시해운대구우동,2635010500,0
2659,부산광역시해운대구재송동,2635010400,0
2660,부산광역시해운대구좌동,2635010700,0
2661,부산광역시해운대구중동,2635010600,1
2662,서울특별시강남구개포동,1168010300,0
2663,서울특별시강남구논현동,1168010800,0
2664,서울특별시강남구대치동,1168010600,0
2665,서울특별시강남구도곡동,1168011800,0
2666,서울특별시강남구삼성동,1168010500,0
2667,서울특별시강남구세곡동,1168011100,0
2668,서울특별시강남구수서동,1168010300,0
2669,서울특별시강남구신사동,1168010300,0
2670,서울특별시강남구압구정동,1168010300,0
2671,서울특별시강남구역삼동,1168010300,1
2672,서울특별시강남구율현동,1168010300,0
2673,서울특별시강남구일원동,1168010300,0
2674,서울특별시강남구자곡동,1168011200,0
2675,서울특별시강남구청담동,1168010400,0
2676,서울특별시강동구강일동,1174011000,0
2677,서울특별시강동구고덕동,1174010200,0
2678,서울특별시강동구길동,1174010500,0
2679,서울특별시강동구둔촌동,1174010600,0
2680,서울특별시강동구명일동,1174010100,0
2681,서울특별시강동구상일동,1174010300,0
2682,서울특별시강동구성내동,1174010800,0
2683,서울특별시강동구암사동,1174010700,0
2684,서울특별시강동구천호동,1174010900,0
2685,서울특별시강북구미아동,1130510100,0
2686,서울특별시강북구번동,1130510200,0
2687,서울특별시강북구수유동,1130510300,0
2688,서울특별시강북구우이동,1130510400,0
2689,서울특별시강서구가양동,1150010400,0
2690,서울특별시강서구개화동,1150011000,0
2691,서울특별시강서구공항동,1150010800,0
2692,서울특별시강서구과해동,1150011100,0
2693,서울특별시강서구내발산동,1150010600,0
2694,서울특별시강서구등촌동,1150010200,0
2695,서울특별시강서구마곡동,1150010500,0
2696,서울특별시강서구방화동,1150010900,0
2697,서울특별시강서구염창동,1150010100,0
2698,서울특별시강서구오곡동,1150011200,0
2699,서울특별시강서구오쇠동,1150011300,0
2700,서울특별시강서구외발산동,1150010700,0
2701,서울특별시강서구화곡동,1150010300,0
2702,서울특별시관악구남현동,1162010300,0
2703,서울특별시관악구봉천동,1162010100,0
2704,서울특별시관악구신림동,1162010200,0
2705,서울특별시광진구광장동,1121510400,0
2706,서울특별시광진구구의동,1121510300,0
2707,서울특별시광진구군자동,1121510900,0
2708,서울특별시광진구능동,1121510200,0
2709,서울특별시광진구자양동,1121510500,0
2710,서울특별시광진구중곡동,1121510100,0
2711,서울특별시광진구화양동,1121510700,0
2712,서울특별시구로구가리봉동,1153010300,0
2713,서울특별시구로구개봉동,1153010700,0
2714,서울특별시구로구고척동,1153010600,0
2715,서울특별시구로구구로동,1153010200,0
2716,서울특별시구로구궁동,1153010900,0
2717,서울특별시구로구신도림동,1153010100,0
2718,서울특별시구로구오류동,1153010800,0
2719,서울특별시구로구온수동,1153011000,0
2720,서울특별시구로구천왕동,1153011100,0
2721,서울특별시구로구항동,1153011200,0
2722,서울특별시금천구가산동,1154510100,0
2723,서울특별시금천구독산동,1154510200,0
2724,서울특별시금천구시흥동,1154510300,0
2725,서울특별시노원구공릉동,1135010300,0
2726,서울특별시노원구상계동,1135010500,0
2727,서울특별시노원구월계동,1135010200,0
2728,서울특별시노원구중계동,1135010600,0
2729,서울특별시노원구하계동,1135010400,0
2730,서울특별시도봉구도봉동,1132010800,0
2731,서울특별시도봉구방학동,1132010600,0
2732,서울특별시도봉구쌍문동,1132010500,0
2733,서울특별시도봉구창동,1132010700,0
2734,서울특별시동대문구답십리동,1123010500,0
2735,서울특별시동대문구신설동,1123010100,0
2736,서울특별시동대문구용두동,1123010200,0
2737,서울특별시동대문구이문동,1123011000,0
2738,서울특별시동대문구장안동,1123010600,0
2739,서울특별시동대문구전농동,1123010400,0
2740,서울특별시동대문구제기동,1123010300,0
2741,서울특별시동대문구청량리동,1123010700,0
2742,서울특별시동대문구회기동,1123010800,0
2743,서울특별시동대문구휘경동,1123010900,0
2744,서울특별시동작구노량진동,1159010100,0
2745,서울특별시동작구대방동,1159010800,0
2746,서울특별시동작구동작동,1159010600,0
2747,서울특별시동작구본동,1159010600,0
2748,서울특별시동작구사당동,1159010700,0
2749,서울특별시동작구상도1동,1159010300,0
2750,서울특별시동작구상도동,1159010200,0
2751,서울특별시동작구신대방동,1159010900,0
2752,서울특별시동작구흑석동,1159010500,0
2753,서울특별시마포구공덕동,1144010200,0
2754,서울특별시마포구구수동,1144011300,0
2755,서울특별시마포구노고산동,1144011000,0
2756,서울특별시마포구당인동,1144011800,0
2757,서울특별시마포구대흥동,1144010800,0
2758,서울특별시마포구도화동,1144010400,0
2759,서울특별시마포구동교동,1144012100,0
2760,서울특별시마포구마포동,1144010700,0
2761,서울특별시마포구망원동,1144012300,0
2762,서울특별시마포구상수동,1144011500,0
2763,서울특별시마포구상암동,1144012700,0
2764,서울특별시마포구서교동,1144012000,0
2765,서울특별시마포구성산동,1144012500,0
2766,서울특별시마포구신공덕동,1144010300,0
2767,서울특별시마포구신수동,1144011100,0
2768,서울특별시마포구신정동,1144011700,0
2769,서울특별시마포구아현동,1144010100,0
2770,서울특별시마포구연남동,1144012400,0
2771,서울특별시마포구염리동,1144010900,0
2772,서울특별시마포구용강동,1144010500,0
2773,서울특별시마포구중동,1144012600,0
2774,서울특별시마포구창전동,1144011400,0
2775,서울특별시마포구토정동,1144010600,0
2776,서울특별시마포구하중동,1144011600,0
2777,서울특별시마포구합정동,1144012200,0
2778,서울특별시마포구현석동,1144011200,0
2779,서울특별시서대문구남가좌동,1141012000,0
2780,서울특별시서대문구냉천동,1141010500,0
2781,서울특별시서대문구대신동,1141011300,0
2782,서울특별시서대문구대현동,1141011200,0
2783,서울특별시서대문구미근동,1141010400,0
2784,서울특별시서대문구봉원동,1141011500,0
2785,서울특별시서대문구북가좌동,1141011900,0
2786,서울특별시서대문구북아현동,1141011000,0
2787,서울특별시서대문구신촌동,1141011400,0
2788,서울특별시서대문구연희동,1141011700,0
2789,서울특별시서대문구영천동,1141010800,0
2790,서울특별시서대문구옥천동,1141010700,0
2791,서울특별시서대문구창천동,1141011600,0
2792,서울특별시서대문구천연동,1141010600,0
2793,서울특별시서대문구충정로2가,1141010100,0
2794,서울특별시서대문구충정로3가,1141010200,0
2795,서울특별시서대문구합동,1141010300,0
2796,서울특별시서대문구현저동,1141010900,0
2797,서울특별시서대문구홍은동,1141011800,0
2798,서울특별시서대문구홍제동,1141011100,0
2799,서울특별시서초구내곡동,1165010900,0
2800,서울특별시서초구반포동,1165010700,0
2801,서울특별시서초구방배동,1165010100,0
2802,서울특별시서초구서초동,1165010800,0
2803,서울특별시서초구신원동,1165011100,0
2804,서울특별시서초구양재동,1165010200,0
2805,서울특별시서초구염곡동,1165010200,0
2806,서울특별시서초구우면동,1165010300,0
2807,서울특별시서초구원지동,1165010400,0
2808,서울특별시서초구잠원동,1165010600,0
2809,서울특별시성동구금호동1가,1120010900,0
2810,서울특별시성동구금호동2가,1120011000,0
2811,서울특별시성동구금호동3가,1120011100,0
2812,서울특별시성동구금호동4가,1120011200,0
2813,서울특별시성동구도선동,1120010400,0
2814,서울특별시성동구마장동,1120010500,0
2815,서울특별시성동구사근동,1120010600,0
2816,서울특별시성동구상왕십리동,1120010100,0
2817,서울특별시성동구성수동1가,1120011400,0
2818,서울특별시성동구성수동2가,1120011500,0
2819,서울특별시성동구송정동,1120011800,0
2820,서울특별시성동구옥수동,1120011300,0
2821,서울특별시성동구용답동,1120012200,0
2822,서울특별시성동구응봉동,1120010800,0
2823,서울특별시성동구하왕십리동,1120010200,0
2824,서울특별시성동구행당동,1120010700,0
2825,서울특별시성동구홍익동,1120010300,0
2826,서울특별시성북구길음동,1129013400,0
2827,서울특별시성북구돈암동,1129010300,0
2828,서울특별시성북구동선동1가,1129011600,0
2829,서울특별시성북구동선동2가,1129011700,0
2830,서울특별시성북구동선동3가,1129011800,0
2831,서울특별시성북구동선동4가,1129011900,0
2832,서울특별시성북구동선동5가,1129012000,0
2833,서울특별시성북구동소문동1가,1129010400,0
2834,서울특별시성북구동소문동2가,1129010500,0
2835,서울특별시성북구동소문동3가,1129010600,0
2836,서울특별시성북구동소문동4가,1129010700,0
2837,서울특별시성북구동소문동5가,1129010800,0
2838,서울특별시성북구동소문동6가,1129010900,0
2839,서울특별시성북구동소문동7가,1129011000,0
2840,서울특별시성북구보문동1가,1129013000,0
2841,서울특별시성북구보문동2가,1129013100,0
2842,서울특별시성북구보문동3가,1129013200,0
2843,서울특별시성북구보문동4가,1129012600,0
2844,서울특별시성북구보문동5가,1129012700,0
2845,서울특별시성북구보문동6가,1129012800,0
2846,서울특별시성북구보문동7가,1129012900,0
2847,서울특별시성북구삼선동1가,1129011100,0
2848,서울특별시성북구삼선동2가,1129011200,0
2849,서울특별시성북구삼선동3가,1129011300,0
2850,서울특별시성북구삼선동4가,1129011400,0
2851,서울특별시성북구삼선동5가,1129011500,0
2852,서울특별시성북구상월곡동,1129013700,0
2853,서울특별시성북구석관동,1129013900,0
2854,서울특별시성북구성북동,1129010100,0
2855,서울특별시성북구성북동1가,1129010200,0
2856,서울특별시성북구안암동1가,1129012100,0
2857,서울특별시성북구안암동2가,1129012200,0
2858,서울특별시성북구안암동3가,1129012300,0
2859,서울특별시성북구안암동4가,1129012400,0
2860,서울특별시성북구안암동5가,1129012500,0
2861,서울특별시성북구장위동,1129013800,0
2862,서울특별시성북구정릉동,1129013300,0
2863,서울특별시성북구종암동,1129013500,0
2864,서울특별시성북구하월곡동,1129013600,0
2865,서울특별시송파구가락동,1171010700,0
2866,서울특별시송파구거여동,1171011300,0
2867,서울특별시송파구마천동,1171011400,0
2868,서울특별시송파구문정동,1171010800,0
2869,서울특별시송파구방이동,1171011100,0
2870,서울특별시송파구삼전동,1171010600,0
2871,서울특별시송파구석촌동,1171010500,0
2872,서울특별시송파구송파동,1171010400,0
2873,서울특별시송파구신천동,1171010200,0
2874,서울특별시송파구오금동,1171011200,0
2875,서울특별시송파구잠실동,1171010100,0
2876,서울특별시송파구장지동,1171010900,0
2877,서울특별시송파구풍납동,1171010300,0
2878,서울특별시양천구목동,1147010200,0
2879,서울특별시양천구신월동,1147010300,0
2880,서울특별시양천구신정동,1147010100,0
2881,서울특별시영등포구당산동,1156011700,0
2882,서울특별시영등포구당산동1가,1156011100,0
2883,서울특별시영등포구당산동2가,1156011200,0
2884,서울특별시영등포구당산동3가,1156011300,0
2885,서울특별시영등포구당산동4가,1156011400,0
2886,서울특별시영등포구당산동5가,1156011500,0
2887,서울특별시영등포구당산동6가,1156011600,0
2888,서울특별시영등포구대림동,1156013300,0
2889,서울특별시영등포구도림동,1156011800,1
2890,서울특별시영등포구문래동1가,1156011900,1
2891,서울특별시영등포구문래동2가,1156012000,1
2892,서울특별시영등포구문래동3가,1156012100,0
2893,서울특별시영등포구문래동4가,1156012200,0
2894,서울특별시영등포구문래동5가,1156012300,0
2895,서울특별시영등포구문래동6가,1156012400,0
2896,서울특별시영등포구신길동,1156013200,0
2897,서울특별시영등포구양평동,1156013400,0
2898,서울특별시영등포구양평동1가,1156012500,0
2899,서울특별시영등포구양평동2가,1156012600,1
2900,서울특별시영등포구양평동3가,1156012700,0
2901,서울특별시영등포구양평동4가,1156012800,0
2902,서울특별시영등포구양평동5가,1156012900,0
2903,서울특별시영등포구양평동6가,1156013000,0
2904,서울특별시영등포구양화동,1156013100,0
2905,서울특별시영등포구여의도동,1156011000,0
2906,서울특별시영등포구영등포동,1156010100,0
2907,서울특별시영등포구영등포동1가,1156010200,0
2908,서울특별시영등포구영등포동2가,1156010300,0
2909,서울특별시영등포구영등포동3가,1156010400,0
2910,서울특별시영등포구영등포동4가,1156010500,1
2911,서울특별시영등포구영등포동5가,1156010600,0
2912,서울특별시영등포구영등포동6가,1156010700,0
2913,서울특별시영등포구영등포동7가,1156010800,0
2914,서울특별시영등포구영등포동8가,1156010900,0
2915,서울특별시용산구갈월동,1117010400,0
2916,서울특별시용산구남영동,1117010500,0
2917,서울특별시용산구도원동,1117012000,0
2918,서울특별시용산구동빙고동,1117013200,0
2919,서울특별시용산구동자동,1117010700,0
2920,서울특별시용산구문배동,1117012200,0
2921,서울특별시용산구보광동,1117013600,0
2922,서울특별시용산구산천동,1117011500,0
2923,서울특별시용산구서계동,1117010800,0
2924,서울특별시용산구서빙고동,1117013300,0
2925,서울특별시용산구신계동,1117012300,0
2926,서울특별시용산구신창동,1117011400,0
2927,서울특별시용산구용문동,1117012100,0
2928,서울특별시용산구용산동1가,1117010600,0
2929,서울특별시용산구용산동2가,1117010200,0
2930,서울특별시용산구용산동3가,1117012600,0
2931,서울특별시용산구용산동4가,1117010300,0
2932,서울특별시용산구용산동5가,1117012700,0
2933,서울특별시용산구용산동6가,1117013500,0
2934,서울특별시용산구원효로1가,1117011200,0
2935,서울특별시용산구원효로2가,1117011300,0
2936,서울특별시용산구원효로3가,1117011700,0
2937,서울특별시용산구원효로4가,1117011800,0
2938,서울특별시용산구이촌동,1117012900,0
2939,서울특별시용산구이태원동,1117013000,0
2940,서울특별시용산구주성동,1117013400,0
2941,서울특별시용산구청암동,1117011600,0
2942,서울특별시용산구청파동1가,1117010900,0
2943,서울특별시용산구청파동2가,1117011000,0
2944,서울특별시용산구청파동3가,1117011100,0
2945,서울특별시용산구한강로1가,1117012400,0
2946,서울특별시용산구한강로2가,1117012500,0
2947,서울특별시용산구한강로3가,1117012800,0
2948,서울특별시용산구한남동,1117013100,0
2949,서울특별시용산구효창동,1117011900,0
2950,서울특별시용산구후암동,1117010100,0
2951,서울특별시은평구갈현동,1138010400,0
2952,서울특별시은평구구산동,1138010500,0
2953,서울특별시은평구녹번동,1138010200,0
2954,서울특별시은평구대조동,1138010600,0
2955,서울특별시은평구불광동,1138010300,0
2956,서울특별시은평구수색동,1138010100,0
2957,서울특별시은평구신사동,1138010900,0
2958,서울특별시은평구역촌동,1138010800,0
2959,서울특별시은평구응암동,1138010700,0
2960,서울특별시은평구증산동,1138011000,0
2961,서울특별시은평구진관동,1138011400,0
2962,서울특별시종로구가회동,1111014600,0
2963,서울특별시종로구견지동,1111012900,0
2964,서울특별시종로구경운동,1111013400,0
2965,서울특별시종로구계동,1111014800,0
2966,서울특별시종로구공평동,1111012700,0
2967,서울특별시종로구관수동,1111015500,0
2968,서울특별시종로구관철동,1111013500,0
2969,서울특별시종로구관훈동,1111012800,0
2970,서울특별시종로구교남동,1111017600,0
2971,서울특별시종로구교북동,1111018000,0
2972,서울특별시종로구구기동,1111018200,0
2973,서울특별시종로구궁정동,1111010300,0
2974,서울특별시종로구권농동,1111013100,0
2975,서울특별시종로구낙원동,1111013700,0
2976,서울특별시종로구내수동,1111011800,0
2977,서울특별시종로구내자동,1111011400,0
2978,서울특별시종로구누상동,1111010900,0
2979,서울특별시종로구누하동,1111011000,0
2980,서울특별시종로구당주동,1111011700,0
2981,서울특별시종로구도렴동,1111011600,0
2982,서울특별시종로구돈의동,1111015300,0
2983,서울특별시종로구동숭동,1111016800,0
